  0.00000000E+00 -0.35370185E+01
  0.29289322E-02 -0.35381630E+01
  0.58578644E-02 -0.35415885E+01
  0.87867966E-02 -0.35472697E+01
  0.11715729E-01 -0.35551659E+01
  0.14644661E-01 -0.35652218E+01
  0.17573593E-01 -0.35773700E+01
  0.20502525E-01 -0.35915324E+01
  0.23431458E-01 -0.36076227E+01
  0.26360390E-01 -0.36255484E+01
  0.29289322E-01 -0.36452134E+01
  0.32218254E-01 -0.36665189E+01
  0.35147186E-01 -0.36893660E+01
  0.38076118E-01 -0.37136563E+01
  0.41005051E-01 -0.37392934E+01
  0.43933983E-01 -0.37661834E+01
  0.46862915E-01 -0.37942357E+01
  0.49791847E-01 -0.38233633E+01
  0.52720779E-01 -0.38534831E+01
  0.55649712E-01 -0.38845156E+01
  0.58578644E-01 -0.39163853E+01
  0.61507576E-01 -0.39490207E+01
  0.64436508E-01 -0.39823535E+01
  0.67365440E-01 -0.40163191E+01
  0.70294373E-01 -0.40508560E+01
  0.73223305E-01 -0.40859059E+01
  0.76152237E-01 -0.41214129E+01
  0.79081169E-01 -0.41573242E+01
  0.82010101E-01 -0.41935888E+01
  0.84939033E-01 -0.42301583E+01
  0.87867966E-01 -0.42669862E+01
  0.90796898E-01 -0.43040278E+01
  0.93725830E-01 -0.43412400E+01
  0.96654762E-01 -0.43785816E+01
  0.99583694E-01 -0.44160124E+01
  0.10251263E+00 -0.44534940E+01
  0.10544156E+00 -0.44909889E+01
  0.10837049E+00 -0.45284609E+01
  0.11129942E+00 -0.45658751E+01
  0.11422836E+00 -0.46031975E+01
  0.11715729E+00 -0.46403950E+01
  0.12008622E+00 -0.46774357E+01
  0.12301515E+00 -0.47142884E+01
  0.12594408E+00 -0.47509232E+01
  0.12887302E+00 -0.47873107E+01
  0.13180195E+00 -0.48234225E+01
  0.13473088E+00 -0.48592313E+01
  0.13765981E+00 -0.48947103E+01
  0.14058875E+00 -0.49298339E+01
  0.14351768E+00 -0.49645772E+01
  0.14644661E+00 -0.49989160E+01
  0.14937554E+00 -0.50328273E+01
  0.15230447E+00 -0.50662888E+01
  0.15523341E+00 -0.50992789E+01
  0.15816234E+00 -0.51317771E+01
  0.16109127E+00 -0.51637637E+01
  0.16402020E+00 -0.51952199E+01
  0.16694913E+00 -0.52261277E+01
  0.16987807E+00 -0.52564700E+01
  0.17280700E+00 -0.52862305E+01
  0.17573593E+00 -0.53153939E+01
  0.17866486E+00 -0.53439456E+01
  0.18159380E+00 -0.53718721E+01
  0.18452273E+00 -0.53991605E+01
  0.18745166E+00 -0.54257989E+01
  0.19038059E+00 -0.54517760E+01
  0.19330952E+00 -0.54770817E+01
  0.19623846E+00 -0.55017062E+01
  0.19916739E+00 -0.55256409E+01
  0.20209632E+00 -0.55488777E+01
  0.20502525E+00 -0.55714093E+01
  0.20795419E+00 -0.55932293E+01
  0.21088312E+00 -0.56143316E+01
  0.21381205E+00 -0.56347111E+01
  0.21674098E+00 -0.56543632E+01
  0.21966991E+00 -0.56732839E+01
  0.22259885E+00 -0.56914696E+01
  0.22552778E+00 -0.57089176E+01
  0.22845671E+00 -0.57256253E+01
  0.23138564E+00 -0.57415909E+01
  0.23431458E+00 -0.57568127E+01
  0.23724351E+00 -0.57712898E+01
  0.24017244E+00 -0.57850211E+01
  0.24310137E+00 -0.57980064E+01
  0.24603030E+00 -0.58102453E+01
  0.24895924E+00 -0.58217379E+01
  0.25188817E+00 -0.58324845E+01
  0.25481710E+00 -0.58424855E+01
  0.25774603E+00 -0.58517415E+01
  0.26067496E+00 -0.58602530E+01
  0.26360390E+00 -0.58680209E+01
  0.26653283E+00 -0.58750458E+01
  0.26946176E+00 -0.58813287E+01
  0.27239069E+00 -0.58868703E+01
  0.27531963E+00 -0.58916712E+01
  0.27824856E+00 -0.58957323E+01
  0.28117749E+00 -0.58990541E+01
  0.28410642E+00 -0.59016371E+01
  0.28703535E+00 -0.59034818E+01
  0.28996429E+00 -0.59045885E+01
  0.29289322E+00 -0.59049574E+01
  0.29582215E+00 -0.59050341E+01
  0.29875108E+00 -0.59052644E+01
  0.30168002E+00 -0.59056484E+01
  0.30460895E+00 -0.59061865E+01
  0.30753788E+00 -0.59068794E+01
  0.31046681E+00 -0.59077278E+01
  0.31339574E+00 -0.59087327E+01
  0.31632468E+00 -0.59098951E+01
  0.31925361E+00 -0.59112163E+01
  0.32218254E+00 -0.59126980E+01
  0.32511147E+00 -0.59143417E+01
  0.32804041E+00 -0.59161494E+01
  0.33096934E+00 -0.59181233E+01
  0.33389827E+00 -0.59202658E+01
  0.33682720E+00 -0.59225795E+01
  0.33975613E+00 -0.59250675E+01
  0.34268507E+00 -0.59277328E+01
  0.34561400E+00 -0.59305790E+01
  0.34854293E+00 -0.59336098E+01
  0.35147186E+00 -0.59368295E+01
  0.35440079E+00 -0.59402425E+01
  0.35732973E+00 -0.59438535E+01
  0.36025866E+00 -0.59476677E+01
  0.36318759E+00 -0.59516907E+01
  0.36611652E+00 -0.59559282E+01
  0.36904546E+00 -0.59603867E+01
  0.37197439E+00 -0.59650726E+01
  0.37490332E+00 -0.59699929E+01
  0.37783225E+00 -0.59751551E+01
  0.38076118E+00 -0.59805668E+01
  0.38369012E+00 -0.59862359E+01
  0.38661905E+00 -0.59921709E+01
  0.38954798E+00 -0.59983800E+01
  0.39247691E+00 -0.60048722E+01
  0.39540585E+00 -0.60116563E+01
  0.39833478E+00 -0.60187410E+01
  0.40126371E+00 -0.60261355E+01
  0.40419264E+00 -0.60338483E+01
  0.40712157E+00 -0.60418879E+01
  0.41005051E+00 -0.60502626E+01
  0.41297944E+00 -0.60589799E+01
  0.41590837E+00 -0.60680467E+01
  0.41883730E+00 -0.60774692E+01
  0.42176624E+00 -0.60872524E+01
  0.42469517E+00 -0.60974001E+01
  0.42762410E+00 -0.61079149E+01
  0.43055303E+00 -0.61187976E+01
  0.43348196E+00 -0.61300475E+01
  0.43641090E+00 -0.61416616E+01
  0.43933983E+00 -0.61536352E+01
  0.44226876E+00 -0.61659612E+01
